speciesname,taxon_id
Rutilus_lemmingii,2367625
Rutilus_panosi,2359647
Rutilus_prespensis,2359676
Rutilus_ylikiensis,2359694
Sabanejewia_balcanica,2367872
Salmo_dentex,2351555
Salmo_farioides,4284018
Salmo_macedonicus,2351627
Salmo_pelagonicus,2351647
Salmo_peristericus,2351546
Scardinius_graecus,2362671
Silurus_aristotelis,2337628
Telestes_beoticus,2360998
Telestes_pleurobipunctatus,2363548
Tropidophoxinellus_hellenicus,2363389
Valencia_hispanica,5203914
Valencia_letourneuxi,5203912
Zingel_balcanicus,2382121
Barbus_carottae,5206929
Barbus_albanicus,5739561
Malcolmia_lacera,5373222
Centaurea_alba,3127567
Dianthus_cintranus,7267748
Diplotaxis_vicentina,5376327
Herniaria_lusitanica,3594326
Hydromantes_ambrosii,4409479
Hydromantes_flavus,4409476
Hydromantes_genei,9026448
Hydromantes_imperialis,4409478
Hydromantes_supramontis,4409477
Iberis_arbuscula,5377152
Kochia_saxicola,5568204
Limonium_dodartii,7298186
Micromeria_taygetea,5606046
Moehringia_fontqueri,3810540
Aquilegia_pyrenaica,3929874
Nepeta_dirphya,5610593
Armeria_pseudarmeria,4090162
Rhynchosinapis_erucastrum,3693678
Sideritis_incana,7307659
Wagenitzia_lancifolia,3128614
Paeonia_clusii,7316513
Dianthus_plumarius,3085412
Pulsatilla_pratensis,7277878
Dorcadion_fulvum,6268380
Polymixis_rufocincta,1781016
Acipenser_nudiventris,2402154
Alsophylax_pipiens,2444983
Phrynocephalus_helioscopus,2466398
Vipera_nikolskii,5960875
Gobio_belingi,4409621
Caseolus_sphaerula,4565681
Barbus_tyberinus,5206782
Barbus_waleckii,5739544
Narcissus_humilis,2858214
Sylvia_rueppelli,2492947
Bubo_scandiaca,6098970
Carduelis_cabaret,6098966
Carduelis_cannabina,2494708
Carduelis_chloris,2494642
Carduelis_flammea,2494622
Carduelis_flavirostris,2494752
Carduelis_hornemanni,2494732
Carduelis_spinus,2494701
Casmerodius_albus,2480950
Cyanopica_cyanus,7341881
Cygnus_columbianus,2498338
Dendrocopos_medius,2478026
Dendrocopos_minor,2477950
Falco_pelegrinoides,2481058
Francolinus_francolinus,5227919
Hippolais_caligata,2493215
Hippolais_pallida,2493216
Hirundo_daurica,5230782
Hirundo_rupestris,5739335
Larus_minutus,2481143
Melanitta_perspicillata,2498246
Miliaria_calandra,2491506
Oceanodroma_monteiroi,5788459
Parus_ater,7820681
Parus_caeruleus,8191482
Parus_cinctus,2487861
Parus_cristatus,8203973
Parus_lugubris,4409009
Parus_montanus,4409010
Parus_palustris,8126684
Phalacrocorax_pygmeus,2481888
Porphyrio_porphyrio,2474416
Pterodroma_feae,2481473
Puffinus_assimilis,5739275
Regulus_ignicapillus,2484602
Sterna_albifrons,5229215
Sterna_caspia,5229221
Sterna_fuscata,5229252
Sterna_nilotica,5229240
Sterna_sandvicensis,5229223
Streptopelia_senegalensis,2495659
Sturnus_roseus,2489102
Tetrao_tetrix,8379871
Nothothylas_orbicularis,8078388
Carabus_zawadszkii,4470816
Leptodirus_hochenwarti,4445665
Salmo_cetti,2351616
Thymelaea_broterana,5523670
Saxifraga_osloënsis,3753813
Senecio_jacobea,8263812
Telescopus_falax,2457466
Coluber_schmidtii,2457240
Lacerta_dugesi,2468700
Caseolus_commixta,4565683
Argyranthemum_thalassophylum,3104525
Phagnalon_benettii,3150065
Aeonium_gomeraense,4198135
Argyranthemum_winterii,3104470
Hyacinthoides_vicentina,5304273
Chaenorrhinum_serpyllifolium,7332405
Eumeces_schneiderii,9032472
Cynoglossum_troodi,7369150
Anarrhinum_longipedicelatum,3742430
Rubus_genevierii,2990686
Salix_salvifolia,8270750
Chondrostoma_willkommi,2360363
Salmo_louroensis,5961600
Eudontomyzon_spp.,10829770
Aquila_fasciatus,5844449
